Project,Pull Number,Pull type,ID,Category,Diffs available,LOC Added,LOC Removed,Files changed,Files excluded,Files included,Mean complexity difference
tvm,1905,summary,0,PoorTesting,Yes,2,33,1,{},1,4
arrow,5451,review,329113827,Convention,No
druid,50,review,2541441,PoorPerformance,No
flink,12042,review,422441179,Readability,No
flink,12268,review,430016877,PoorOutput,No
spark,6959,review,33198256,Convention,No
kafka,2405,review,97622033,Duplicate,No
spark,27612,review,380444937,PoorTesting,No
kafka,1791,review,80134212,Readability,No
daffodil,407,review,470752272,PoorTesting,No
druid,5102,review,158433249,NotSATD,No
spark,4593,comment,75540678,PoorPerformance,No
spark,5350,review,28019159,Duplicate,No
flink,15389,summary,0,ArchitecturalFlaw,Yes,37,58,3,{},3,3
kafka,9100,review,477786630,Readability,No
calcite,2076,review,457807922,DeadDocs,No
flink,705,review,30817476,ArchitecturalFlaw,No
incubator-doris,4925,review,528201502,BugProne,No
trafficserver,834,review,78213185,Readability,No
nifi,1553,review,103938291,DeadDocs,No
spark,13729,summary,0,PoorPerformance,Yes,29,28,1,{},0,0
kafka,386,review,43579299,MissingDocs,No
spark,25626,review,320095359,Readability,No
zookeeper,1257,comment,593204387,BugProne,No
spark,15009,review,84790527,Convention,No
spark,25811,review,324969028,Readability,No
cloudstack,2578,review,225156473,PoorOutput,No
tajo,308,comment,67804082,Convention,No
flink,12260,review,429716465,MissingDocs,No
trafficserver,7138,summary,0,DeadCode,Yes,1,1,1,{},1,0
spark,29992,review,504358081,BugProne,No
kafka,9001,review,462716040,ArchitecturalFlaw,No
arrow,8648,review,567582052,MissingDocs,No
flink,13571,description,0,BugProne,Yes,39,3,2,{},2,-3
storm,2911,review,283128941,Convention,No
samza,230,review,124421458,ArchitecturalFlaw,No
kafka,6521,review,273258127,PoorTesting,No
dubbo,2520,summary,0,Convention,Yes,6,6,1,{},1,0
camel-quarkus,1526,comment,672675824,PoorTesting,No
apisix-dashboard,979,review,543388564,ArchitecturalFlaw,No
usergrid,180,summary,0,Readability,Yes,5,5,2,{},2,0
nifi,4824,review,576641177,Readability,No
iceberg,933,review,411434730,Duplicate,No
spark,27165,comment,572924850,NotSATD,No
drill,996,review,146815141,Duplicate,No
spark,13967,comment,229733872,DeadCode,No
trafodion,604,comment,234079094,PoorOutput,No
flink,5663,comment,371969548,NotSATD,No
kafka,4001,comment,333581688,Convention,No
airflow,1488,comment,222606343,DeadCode,No
incubator-pinot,4397,review,307084550,MissingDocs,No
spark,28661,comment,635693433,Readability,No
nifi,914,review,75858615,Duplicate,No
tvm,4847,comment,584462639,PoorPerformance,No
spark,24043,review,292472811,PoorTesting,No
spark,15272,description,0,PoorPerformance,Yes,109,26,4,{},1,-6
airflow,2816,description,0,DeadDocs,Yes,2,2,1,{},1,0
beam,1278,review,86889887,BugProne,No
flink,9977,review,338932359,PoorTesting,No
flink,15051,description,0,PoorTesting,Yes,560,109,19,{},11,-4
druid,3928,review,106563776,Readability,No
camel,3381,comment,561470632,Convention,No
flink,11047,review,379996777,ArchitecturalFlaw,No
daffodil,289,review,346101694,PoorTesting,No
pulsar,9751,summary,0,PoorPerformance,Yes,9,5,1,{},1,0
kafka,158,review,38986690,NotSATD,No
incubator-mxnet,13549,review,246983078,Convention,No
trafficcontrol,4821,description,0,PoorPerformance,Yes,23,23,6,"{'.yml': 3, '.dockerignore': 1}",0,0
spark,15009,review,106230108,Convention,No
flink,7123,review,236347738,Readability,No
incubator-heron,1728,comment,281558138,ArchitecturalFlaw,No
gobblin,2015,review,129176332,Readability,No
kafka,6475,description,0,PoorTesting,Yes,21,11,2,{},2,-1
bookkeeper,888,comment,352890209,ArchitecturalFlaw,No
cloudstack,4490,description,0,BugProne,Yes,8,6,3,{},3,-3
cloudstack,2058,review,139283005,Convention,No
netbeans,2324,review,511329375,Convention,No
incubator-brooklyn,83,comment,49760955,PoorTesting,No
ignite,8048,review,480182091,Convention,No
flink,4426,description,0,DeadCode,Yes,2,22,2,"{'.xml': 1, '.sh': 1}",0,0
spark,25628,review,319461063,BugProne,No
brooklyn-server,835,review,142912453,ArchitecturalFlaw,No
spark,448,review,11813558,Duplicate,No
flink,6178,review,196555570,Readability,No
kafka,6977,review,298727205,DeadCode,No
flink,4851,review,145917513,NotSATD,No
spark,16706,review,98121245,Readability,No
tvm,7021,comment,797529527,PoorPerformance,No
airflow,5343,review,288918215,Readability,No
spark,16892,comment,280117833,MissingDocs,No
airflow,13728,comment,761947640,BugProne,No
systemds,740,review,172401453,Readability,No
spark,20923,comment,383571843,NotSATD,No
carbondata,3800,summary,0,PoorPerformance,Yes,48,21,8,{},5,-4
incubator-mxnet,15371,review,302817980,DeadCode,No
incubator-brooklyn,131,review,16893613,Duplicate,No
tvm,2773,review,283191720,Convention,No
cloudstack,1953,review,102184780,PoorPerformance,No
spark,24300,description,0,Readability,Yes,6,10,5,{},2,0
superset,12739,description,0,Readability,Yes,1,1,1,{'.md': 1},0,0
commons-lang,261,comment,289800588,PoorTesting,No
beam,5049,comment,379410687,BugProne,No
calcite,782,review,209381477,NotSATD,No
kafka,841,comment,177319309,NotSATD,No
superset,6663,comment,453598576,BugProne,No
spark,1379,comment,71531266,PoorPerformance,No
spark,5511,review,28394051,BugProne,No
spark,4533,comment,73925690,NotSATD,No
activemq-artemis,3455,comment,779848243,NotSATD,No
kafka,5885,review,236424422,Readability,No
flink,12900,review,454415036,ArchitecturalFlaw,No
openwhisk,1063,comment,243067533,NotSATD,No
flink,4143,review,123715389,Convention,No
spark,7181,review,33755269,ArchitecturalFlaw,No
kafka,764,review,50764320,ArchitecturalFlaw,No
incubator-pinot,2228,review,158572949,DeadCode,No
airflow,3090,comment,370109428,DeadCode,No
hudi,1115,comment,567470696,PoorTesting,No
trafficserver,5380,summary,0,Readability,Yes,138,138,60,{'.h': 8},51,0
zookeeper,1614,comment,785912733,PoorTesting,No
zookeeper,567,comment,405419213,MissingDocs,No
beam,12645,review,486156062,MissingDocs,No
tvm,5144,review,397530214,Duplicate,No
spark,20303,review,249798529,MissingDocs,No
spark,12836,comment,216750713,ArchitecturalFlaw,No
spark,25823,review,330702021,Readability,No
flink,14734,review,569501903,ArchitecturalFlaw,No
spark,610,review,12292824,Convention,No
hive,550,review,343202348,Readability,No
samza,103,review,110061958,PoorTesting,No
cassandra,711,review,472502571,PoorTesting,No
incubator-pinot,5853,review,476001577,Readability,No
trafficserver,326,description,0,Readability,Yes,1,1,1,{'.h': 1},0,0
airflow,7085,description,0,ArchitecturalFlaw,Yes,462,342,21,{'.md': 1},19,12
iceberg,2167,review,571340787,Readability,No
druid,7758,review,287539672,Convention,No
spark,19901,review,155169114,Convention,No
storm,1406,comment,222930875,ArchitecturalFlaw,No
beam,6981,review,233161421,ArchitecturalFlaw,No
openwhisk,484,review,65249201,PoorTesting,No
incubator-brooklyn,910,review,39962111,MissingDocs,No
spark,22154,review,234385204,PoorTesting,No
beam,10367,review,364531963,BugProne,No
reef,234,review,32866959,DeadCode,No
kafka,9007,review,454569003,Convention,No
incubator-mxnet,16790,review,345358591,PoorPerformance,No
spark,6059,comment,101015161,PoorTesting,No
incubator-dolphinscheduler,4896,review,584050628,NotSATD,No
airflow,730,review,85289615,Duplicate,No
trafficserver,3903,comment,402768113,NotSATD,No
spark,5511,description,0,BugProne,Yes,51,34,9,{},4,-1
spark,25785,comment,531497209,BugProne,No
kafka,7994,review,373361209,Readability,No
incubator-pinot,4777,review,344013968,BugProne,No
ozone,1503,review,506851310,Duplicate,No
spark,28038,review,402528402,PoorPerformance,No
airflow,14219,review,584775664,PoorTesting,No
incubator-mxnet,18560,description,0,PoorTesting,Yes,291,191,9,"{'.jetson': 1, '.sh': 2, '.groovy': 1, '.cmake': 1}",1,1
trafficserver,347,summary,0,Duplicate,Yes,1,1,1,{},1,1
dubbo,4526,review,303318487,Duplicate,No
tinkerpop,1308,review,512632352,MissingDocs,No
ignite,7851,review,430399878,NotSATD,No
hudi,1274,review,370818776,ArchitecturalFlaw,No
helix,1472,comment,710682396,PoorPerformance,No
zookeeper,904,review,274872856,BugProne,No
incubator-mxnet,12918,review,227170725,BugProne,No
flink,10017,review,349058826,DeadDocs,No
incubator-heron,2295,description,0,NotSATD,Yes,251,17,11,{},9,-7
spark,26682,review,371318137,NotSATD,No
spark,12474,comment,211507927,ArchitecturalFlaw,No
carbondata,240,review,84475433,NotSATD,No
spark,19911,review,155335791,NotSATD,No
reef,1473,review,198332781,MissingDocs,No
spark,11236,comment,189069233,NotSATD,No
zeppelin,3897,description,0,DeadCode,Yes,415,186,13,"{'.xml': 6, '.sh': 2}",4,0
systemds,1023,comment,728301245,Convention,No
spark,31296,review,562868528,BugProne,No
airflow,1352,comment,309399231,Duplicate,No
helix,1208,review,464529958,DeadCode,No
arrow,2890,review,230019538,DeadDocs,No
druid,3570,review,87488947,NotSATD,No
spark,1541,comment,49855865,PoorPerformance,No
incubator-heron,1969,review,122385823,Readability,No
flink,938,comment,125751865,NotSATD,No
parquet-mr,150,comment,90990009,MissingDocs,No
daffodil,408,review,488125346,Readability,No
calcite,1584,review,347069363,ArchitecturalFlaw,No
spark,158,review,11264777,Readability,No
spark,23943,review,264538235,DeadCode,No
superset,6519,comment,448402012,PoorPerformance,No
pulsar,9246,comment,775491410,NotSATD,No
spark,16280,review,92527834,ArchitecturalFlaw,No
flink,13135,review,475413540,Convention,No
flink,10388,comment,561631987,PoorTesting,No
geode,4189,comment,544634796,PoorTesting,No
beam,13435,comment,747291549,NotSATD,No
spark,8744,review,39581040,DeadCode,No
spark,4525,review,24634640,BugProne,No
incubator-mxnet,11076,description,0,PoorPerformance,Yes,100,2,2,"{'.cu': 1, '.h': 1}",0,0
hadoop,840,comment,499279608,Readability,No
spark,13078,summary,0,Readability,Yes,42,41,6,{'.md': 1},2,0
kylin,961,review,352444230,Convention,No
spark,9297,review,46203981,BugProne,No
spark,28841,review,463960973,PoorTesting,No
spark,16944,review,103047268,DeadCode,No
hudi,2127,review,499304054,Duplicate,No
guacamole-client,122,review,161413980,Readability,No
spark,9682,summary,0,DeadCode,Yes,0,359,1,{},0,0
cloudstack,4574,comment,763102959,BugProne,No
flink,10454,review,355092999,DeadCode,No
brooklyn-server,144,comment,222313156,PoorTesting,No
kafka,8105,review,379594069,PoorPerformance,No
spark,15963,review,88906249,Readability,No
arrow,9397,review,571604769,ArchitecturalFlaw,No
spark,22006,review,207876249,Convention,No
hadoop,2674,comment,781282914,Convention,No
incubator-mxnet,10819,summary,0,PoorTesting,Yes,6,6,3,{'.sh': 3},0,0
arrow,1804,comment,377119109,Readability,No
spark,26138,description,0,NotSATD,Yes,39,11,2,{},1,0
druid,4754,review,152706384,ArchitecturalFlaw,No
druid,1899,summary,0,MissingDocs,Yes,2,2,2,{'.md': 2},0,0
flink,11403,review,392897158,Convention,No
kafka,3575,review,129764370,Convention,No
cassandra,730,review,485793488,Readability,No
incubator-heron,3479,comment,626232335,BugProne,No
incubator-mxnet,9552,review,176825148,BugProne,No
camel,3171,review,324231977,PoorOutput,No
flink,15045,description,0,Convention,Yes,5,5,2,"{'.zh': 1, '.md': 2}",0,0
airflow,1830,review,90948950,Readability,No
hudi,2106,review,503737912,Convention,No
druid,5632,review,180936341,MissingDocs,No
incubator-pagespeed-ngx,1028,review,43148618,DeadDocs,No
incubator-pinot,2068,review,149484084,MissingDocs,No
spark,19041,review,163041732,Convention,No
arrow,467,review,109291184,NotSATD,No
arrow,898,review,130206222,BugProne,No
skywalking,4987,comment,652475825,PoorPerformance,No
storm,1480,comment,226404728,ArchitecturalFlaw,No
reef,1054,review,68419655,Duplicate,No
spark,28163,description,0,PoorPerformance,Yes,5588,438,17,"{'.2': 1, '.3': 1, '.txt': 2}",5,12
daffodil,291,review,348540375,ArchitecturalFlaw,No
cloudstack,1224,comment,164271374,Convention,No
kafka,6762,review,286572482,DeadDocs,No
storm,2241,review,129494647,NotSATD,No
rocketmq,64,comment,280278200,PoorTesting,No
arrow,2623,review,220653441,BugProne,No
incubator-mxnet,12426,description,0,PoorOutput,Yes,16,3,5,{'.sh': 1},0,0
kafka,6163,review,252942686,Convention,No
beam,2330,review,112816993,DeadCode,No
spark,2933,review,19377630,BugProne,No
thrift,448,comment,183605715,ArchitecturalFlaw,No
spark,19460,review,143571046,NotSATD,No
kafka,8402,comment,609450055,PoorTesting,No
kafka,10039,review,571271791,ArchitecturalFlaw,No
pulsar,2101,review,202403205,Readability,No
spark,6558,review,31485428,MissingDocs,No
pulsar,6196,review,374325392,NonCodeArtifact,No
spark,1270,review,17257206,PoorPerformance,No
incubator-mxnet,3781,comment,260116824,Duplicate,No
tvm,2292,review,241858156,BugProne,No
flink,10358,comment,561655258,PoorPerformance,No
arrow,5508,comment,535832777,PoorPerformance,No
arrow,4322,comment,493617041,ArchitecturalFlaw,No
gobblin,1106,review,70877402,BugProne,No
nifi,1800,comment,303611024,Convention,No
flink,8438,review,287425587,PoorTesting,No
ignite,5635,review,241036804,BugProne,No
spark,22847,review,228600757,PoorPerformance,No
spark,30204,review,516533952,Duplicate,No
qpid-dispatch,1097,review,608990009,Readability,No
lucene-solr,2423,review,581247428,BugProne,No
kafka,3530,review,130078682,PoorTesting,No
pulsar,43,review,80817924,BugProne,No
arrow,66,review,64469901,ArchitecturalFlaw,No
incubator-pinot,141,review,65645131,NotSATD,No
kafka,7908,summary,0,DeadDocs,Yes,8,11,1,{},1,0
kafka,3662,review,132859349,NotSATD,No
ignite,4970,summary,0,PoorTesting,Yes,34,741,3,{},3,65
kafka,764,review,51615946,ArchitecturalFlaw,No
kafka,6239,review,256163993,PoorTesting,No
incubator-heron,3123,review,242657195,Convention,No
spark,1285,comment,47998047,PoorTesting,No
superset,10473,review,466556166,DeadCode,No
hadoop,575,review,264257746,Readability,No
cloudstack,4448,comment,724618330,ArchitecturalFlaw,No
spark,20619,description,0,BugProne,Yes,10,12,1,{},0,0
spark,2907,review,19663363,NotSATD,No
guacamole-client,511,review,602658052,PoorTesting,No
druid,2524,review,81665494,ArchitecturalFlaw,No
arrow,9626,review,587325457,BugProne,No
spark,18986,comment,323618879,ArchitecturalFlaw,No
spark,3165,comment,62288954,MissingDocs,No
iceberg,1128,review,443691512,DeadCode,No
nifi-minifi-cpp,788,review,428031207,DeadCode,No
gobblin,1862,description,0,PoorPerformance,Yes,892,275,28,{'.ConfigStoreFactory': 1},16,-4
helix,478,review,325376537,DeadCode,No
parquet-mr,456,review,170675141,BugProne,No
beam,12938,review,550847398,Convention,No
druid,5418,review,179293634,DeadCode,No
airflow,12383,review,524536973,BugProne,No
spark,7842,review,43212805,Convention,No
spark,18887,review,140699378,PoorTesting,No
spark,8785,review,48715367,PoorPerformance,No
spark,21200,review,185664585,BugProne,No
kafka,2929,review,113856373,DeadCode,No
hive,767,description,0,ArchitecturalFlaw,Yes,198,107,12,{},9,12
nifi,4753,review,561119292,Convention,No
spark,22375,review,217495874,BugProne,No
kafka,1664,review,77421658,ArchitecturalFlaw,No
lucene-solr,2200,review,556698348,PoorTesting,No
spark,9867,review,46597229,DeadCode,No
spark,25651,comment,534813380,Convention,No
flink,8136,description,0,DeadCode,Yes,87,215,15,{},15,0
carbondata,3136,comment,468114436,MissingDocs,No
kafka,5068,review,191512386,BugProne,No
openwhisk-wskdeploy,103,description,0,ArchitecturalFlaw,Yes,1994,1287,38,"{'.yaml': 3, '.yml': 3}",4,12
spark,29403,review,496341174,PoorTesting,No
spark,22197,review,212812755,Readability,No
incubator-mxnet,12768,comment,428218284,PoorTesting,No
pulsar,2241,description,0,BugProne,Yes,4,13,5,"{'.md': 4, '.json': 1}",0,0
kafka,6363,review,280294974,ArchitecturalFlaw,No
spark,22878,review,241273157,Readability,No
hadoop,1900,comment,601190652,NotSATD,No
kafka,6363,review,278752888,ArchitecturalFlaw,No
hadoop,885,review,289591884,Convention,No
spark,22646,review,223168936,PoorOutput,No
spark,2761,comment,58776141,Readability,No
druid,3788,comment,268051850,PoorTesting,No
hawq,392,review,54617226,Convention,No
helix,1663,review,588774064,PoorTesting,No
tvm,7314,description,0,PoorPerformance,Yes,98,428,2,{},2,22
samza,235,review,124903942,Readability,No
calcite,1825,review,383130171,PoorPerformance,No
camel,4496,description,0,BugProne,Yes,91,7,2,{},1,0
incubator-mxnet,13654,review,241911517,MissingDocs,No
spark,19763,review,152914613,BugProne,No
jmeter,337,description,0,BugProne,Yes,17,38,1,{},1,2
hbase,1627,review,418984035,DeadCode,No
incubator-mxnet,15161,review,292706143,DeadCode,No
airflow,7516,review,383040768,PoorPerformance,No
incubator-mxnet,17808,comment,605590914,PoorTesting,No
incubator-pinot,5700,review,459633576,DeadCode,No
accumulo,1330,review,316892853,Convention,No
iceberg,2294,review,596510752,Readability,No
carbondata,3584,review,389603171,BugProne,No
spark,29715,comment,692354511,ArchitecturalFlaw,No
daffodil,3,review,148564978,NotSATD,No
incubator-mxnet,8302,review,155828922,MissingDocs,No
cloudstack,1740,comment,353858935,BugProne,No
spark,26594,review,353931395,Readability,No
